homelat,homelon,homecontinent,n
48.3,-3.9,Europe,117
48.3,-0.9,Europe,3
48.3,4.1,Europe,4
48.3,7.4,Europe,19
48.3,7.5,Europe,2
48.3,8.2,Europe,2
48.3,10.6,Europe,6
48.3,11.2,Europe,2
48.3,11.9,Europe,1
48.3,14.3,Europe,1
48.4,-123.7,North America,2
48.4,-123.4,North America,40
48.4,-122.6,NA,1
48.4,-122.3,North America,17
48.4,-100,North America,1
48.4,-89.2,North America,1
48.4,-72.1,North America,1
48.4,-68.5,North America,2
48.4,-5,NA,1
48.4,-4.8,NA,1
48.4,-4.6,Europe,6
48.4,-4.5,Europe,274
48.4,-4.4,Europe,4
48.4,-4,Europe,1
48.4,-2.9,Europe,1
48.4,-1.2,Europe,2
48.4,1.5,Europe,2
48.4,2.7,Europe,3
48.4,7.5,Europe,1
48.4,10.4,Europe,2
48.4,10.9,Europe,1
48.4,31.2,Europe,45
48.5,-123,NA,1
48.5,-122.9,North America,2
48.5,-5.1,NA,1
48.5,-4.2,Europe,2
48.5,-3.3,Europe,4
48.5,-2.8,Europe,19
48.5,-2.5,Europe,1
48.5,-1.7,Europe,1
48.5,-0.9,Europe,2
48.5,2,Europe,2
48.5,2.2,Europe,8
48.5,2.7,Europe,1
48.5,7.7,Europe,1
48.5,135.1,Europe,4
48.6,-123,NA,4
48.6,-68.2,North America,1
48.6,-3.8,Europe,3
48.6,-2.8,Europe,8
48.6,-2.1,Europe,1
48.6,-2.1,NA,3
48.6,-2,NA,16
48.6,-1.7,Europe,1
48.6,1.2,Europe,1
48.6,2.1,Europe,2
48.6,2.2,Europe,1
48.6,2.4,Europe,25
48.6,4.9,Europe,1
48.6,5,Europe,2
48.6,5.9,Europe,7
48.6,7.6,Europe,1
48.6,7.7,Europe,2
48.6,7.8,Europe,16
48.6,13.4,Europe,1
48.7,-122.5,North America,2
48.7,-89.4,North America,1
48.7,-80.6,North America,1
48.7,-72.4,North America,1
48.7,-65.8,North America,1
48.7,-4,NA,4
48.7,-3.5,Europe,29
48.7,-2.7,NA,1
48.7,-1.9,Europe,13
48.7,2,Europe,1
48.7,2.1,Europe,2
48.7,2.2,Europe,1
48.7,2.3,Europe,3
48.7,2.4,Europe,4
48.7,2.5,Europe,2
48.7,2.6,Europe,3
48.7,6.2,Europe,9
48.7,9.1,Europe,1
48.7,9.2,Europe,2
48.7,9.4,Europe,10
48.7,19.7,Europe,11
48.8,-123.7,North America,7
48.8,-123.5,North America,1
48.8,-122.5,North America,12
48.8,-78.7,North America,1
48.8,-67.5,North America,2
48.8,-3.4,Europe,14
48.8,-3,NA,2
48.8,-1.6,NA,3
48.8,1.5,Europe,1
48.8,1.8,Europe,5
48.8,2,Europe,38
48.8,2.1,Europe,11
48.8,2.2,Europe,103
48.8,2.3,Europe,29
48.8,2.4,Europe,26
48.8,2.5,Europe,16
48.8,2.6,Europe,112
48.8,2.7,Europe,1
48.8,3,Europe,2
48.8,4.5,Europe,4
48.8,8.3,Europe,1
48.8,9.2,Europe,26
48.8,11.5,Europe,13
48.8,12.4,Europe,1
48.9,-125.5,NA,17
48.9,-122.7,North America,2
48.9,-115.6,North America,4
48.9,-0.5,Europe,3
48.9,-0.2,Europe,9
48.9,0.2,Europe,24
48.9,2,Europe,4
48.9,2.1,Europe,5
48.9,2.2,Europe,10
48.9,2.3,Europe,118
48.9,2.4,Europe,1886
48.9,2.5,Europe,8
48.9,2.8,Europe,2
48.9,3.1,Europe,1
48.9,4,Europe,1
48.9,6.2,Europe,4
48.9,8.6,Europe,2
48.9,9.4,Europe,1
48.9,38.5,Europe,2
49,-123.8,North America,1
49,-57.7,North America,1
49,-1.1,Europe,1
49,1.2,Europe,3
49,2,Europe,1
49,2.1,Europe,2
49,2.2,Europe,2
49,2.3,Europe,2
49,2.4,Europe,3
49,2.5,Europe,2
49,8.4,Europe,109
49,12.1,Europe,1
49,12.2,Europe,3
49.1,-125.8,North America,16
49.1,-125.8,NA,1
49.1,-122.8,North America,7
49.1,-122.7,North America,2
49.1,-122.3,North America,4
49.1,-122,North America,8
49.1,-103,North America,1
49.1,-66.7,North America,10
49.1,-1.1,Europe,1
49.1,-0.4,Europe,2
49.1,0.6,Europe,1
49.1,0.7,Europe,1
49.1,2.2,Europe,2
49.1,2.4,Europe,1
49.1,2.5,Europe,1
49.1,6.2,Europe,7
49.1,6.6,Europe,1
49.1,6.9,Europe,1
49.1,12.2,Europe,2
49.1,19.6,Europe,1
49.2,-125.9,NA,26
49.2,-123.9,North America,8
49.2,-123.8,NA,1
49.2,-123.2,North America,1
49.2,-123.1,North America,10
49.2,-123,North America,8
49.2,-122.9,North America,1
49.2,-122.7,North America,1
49.2,-122.6,North America,1
49.2,-2.1,Europe,77
49.2,-2.1,NA,1
49.2,-0.4,Europe,30
49.2,-0.3,Europe,1
49.2,2.2,Europe,1
49.2,2.9,Europe,4
49.2,7,Europe,2
49.2,8,Europe,3
49.2,16.6,Europe,2
49.2,17.7,Europe,1
49.3,-124.8,North America,1
49.3,-124.4,North America,1
49.3,-123.2,North America,1
49.3,-123.2,NA,9
49.3,-123.1,North America,996
49.3,-123.1,NA,14
49.3,-123,North America,1
49.3,-122.9,North America,1
49.3,-122.8,North America,2
49.3,-101,North America,1
49.3,-0.7,Europe,9
49.3,-0.2,Europe,12
49.3,2.5,Europe,2
49.3,4,Europe,6
49.3,6.9,Europe,1
49.4,-121.8,North America,1
49.4,-2.7,NA,1
49.4,0.1,Europe,1
49.4,0.2,NA,1
49.4,1.1,Europe,32
49.4,1.8,Europe,1
49.4,2.1,Europe,1
49.4,2.4,Europe,1
49.4,6.2,Europe,3
49.4,6.4,Europe,1
49.4,7,Europe,3
49.4,7.7,Europe,1
49.4,8.7,Europe,16
49.4,10.7,Europe,2
49.4,11.1,Europe,1
49.4,12.9,Europe,2
49.4,15.6,Europe,1
49.5,-123.8,North America,2
49.5,-117.3,North America,1
49.5,-96.7,North America,2
49.5,-2.6,Europe,13
49.5,-2.5,Europe,1
49.5,0.1,NA,17
49.5,0.9,Europe,6
49.5,8.5,Europe,5
49.5,11,Europe,2
49.5,11.1,Europe,1
49.5,17.1,Europe,16
49.6,-114.4,North America,1
49.6,-1.6,Europe,5
49.6,0.8,Europe,2
49.6,1,Europe,5
49.6,2.1,Europe,1
49.6,6.1,Europe,1
49.6,6.3,Europe,11
49.6,9,Europe,1
49.6,11,Europe,4
49.6,12,Europe,2
49.6,20.7,Europe,1
49.7,-125.4,North America,50
49.7,-125,North America,2
49.7,-123.2,North America,7
49.7,-112.8,North America,4
49.7,-57.8,North America,2
49.7,-54.8,NA,1
49.7,-1.7,Europe,1
49.7,0.2,Europe,1
49.7,2.5,Europe,3
49.7,3.4,Europe,1
49.7,5.6,Europe,1
49.7,8.1,Europe,1
49.7,8.6,Europe,2
49.7,9,Europe,2
49.7,18.2,Europe,1
49.8,-124.5,NA,2
49.8,-123.9,NA,1
49.8,-119.5,North America,1
49.8,1.8,Europe,1
49.8,3.3,Europe,1
49.8,4.7,Europe,2
49.8,6.1,Europe,43
49.8,10,Europe,1
49.8,15.5,Europe,4
49.8,19.1,Europe,1
49.8,24,Europe,2
49.9,-119.5,North America,8
49.9,-97.1,North America,9
49.9,1.1,Europe,2
49.9,2.3,Europe,7
49.9,2.5,Europe,1
49.9,2.9,Europe,1
49.9,8.1,Europe,1
49.9,8.6,Europe,1
49.9,8.7,Europe,3
49.9,9.7,Europe,2
49.9,10.9,Europe,3
49.9,11.6,Europe,2
50,-119.4,North America,1
50,-110.7,North America,1
50,-5.7,NA,1
50,-5.2,NA,20
50,1.2,Europe,1
50,1.4,Europe,2
50,3.5,Europe,1
50,7.8,Europe,1
50,8,Europe,1
50,8.2,Europe,3
50,8.6,Europe,1
50,8.7,Europe,1
50,8.8,Europe,1
50,10.6,Europe,8
50,11.3,Europe,1
50,11.4,Europe,1
50,15.8,Europe,2
50,17,Europe,1
50,36.2,Europe,9
50.1,-124.9,North America,4
50.1,-123,North America,13
50.1,-5.7,NA,59
50.1,-5.6,Europe,10
50.1,-5.6,NA,2
50.1,-5.5,Europe,63
50.1,-5.5,NA,2
50.1,-5.4,Europe,1
50.1,-5.3,Europe,31
50.1,-5.1,Europe,2
50.1,-5.1,NA,2
50.1,5.5,Europe,5
50.1,7.3,Europe,3
50.1,8.2,Europe,5
50.1,8.5,Europe,2
50.1,8.7,Europe,59
50.1,8.8,Europe,5
50.1,8.9,Europe,2
50.1,10.1,Europe,1
50.1,14.3,Europe,2
50.1,14.4,Europe,20
50.1,19.1,Europe,6
50.1,19.9,Europe,9
50.1,20.1,Europe,1
50.2,-125.3,North America,2
50.2,-66.4,North America,1
50.2,-5.6,Europe,1
50.2,-5.5,Europe,89
50.2,-5.4,Europe,75
50.2,-5.3,Europe,11
50.2,-5.2,Europe,12
50.2,-5.1,Europe,87
50.2,-3.9,NA,4
50.2,1.6,Europe,1
50.2,1.8,Europe,1
50.2,3.2,Europe,3
50.2,8.5,Europe,22
50.2,8.6,Europe,1
50.2,12.2,Europe,2
50.2,12.9,Europe,1
50.3,-122.8,North America,2
50.3,-119.3,North America,1
50.3,-107.8,North America,2
50.3,-5.3,Europe,12
50.3,-5.2,Europe,11
50.3,-5.1,Europe,682
50.3,-5,Europe,5
50.3,-4.9,Europe,1
50.3,-4.8,Europe,39
50.3,-4.8,NA,2
50.3,-4.7,Europe,11
50.3,-4.6,Europe,26
50.3,-4.5,NA,2
50.3,-3.9,Europe,5
50.3,-3.8,Europe,843
50.3,-3.8,NA,1
50.3,2.8,Europe,38
50.3,4.9,Europe,2
50.3,7.5,Europe,2
50.3,127.5,Europe,5
50.4,-104.6,North America,6
50.4,-5.1,Europe,256
50.4,-5.1,NA,30
50.4,-5,Europe,25
50.4,-4.8,Europe,3
50.4,-4.7,Europe,3
50.4,-4.5,Europe,3
50.4,-4.2,Europe,2
50.4,-4.2,NA,3
50.4,-4.1,Europe,58
50.4,-3.9,Europe,3
50.4,-3.8,Europe,14
50.4,-3.7,Europe,5
50.4,-3.6,Europe,14
50.4,-3.5,Europe,9
50.4,-3.5,NA,1
50.4,1.6,Europe,22
50.4,2.7,Europe,2
50.4,2.8,Europe,1
50.4,3.1,Europe,1
50.4,3.3,Europe,16
50.4,3.5,Europe,4
50.4,4.5,Europe,5
50.4,4.6,Europe,1
50.4,7.6,Europe,11
50.4,10,Europe,1
50.4,14.9,Europe,1
50.4,15,Europe,5
50.5,-116,North America,6
50.5,-5,Europe,5
50.5,-5,NA,3
50.5,-4.9,Europe,6
50.5,-4.9,NA,30
50.5,-4.8,Europe,11
50.5,-4.7,Europe,2
50.5,-4.5,Europe,4
50.5,-4.3,Europe,1
50.5,-4.1,Europe,2
50.5,-3.8,Europe,13
50.5,-3.6,Europe,3
50.5,-3.5,Europe,18
50.5,-2.4,NA,2
50.5,1.6,Europe,7
50.5,1.7,Europe,4
50.5,2.5,Europe,6
50.5,2.7,Europe,1
50.5,3,Europe,1
50.5,4,Europe,4
50.5,4.5,Europe,118
50.5,4.9,Europe,4
50.5,8.3,Europe,3
50.5,20.7,Europe,1
50.5,30.5,Europe,47
50.6,-111.9,North America,1
50.6,-4.9,NA,34
50.6,-4.7,Europe,13
50.6,-4.5,Europe,5
50.6,-4.4,Europe,1
50.6,-4.3,Europe,50
50.6,-4.1,Europe,2
50.6,-3.9,Europe,4
50.6,-3.6,Europe,1
50.6,-3.5,Europe,12
50.6,-3.4,Europe,2
50.6,-3.4,NA,17
50.6,-2.5,Europe,9
50.6,-2,Europe,4
50.6,-2,NA,2
50.6,-1.2,Europe,2
50.6,2.3,Europe,11
50.6,2.5,Europe,1
50.6,2.8,Europe,2
50.6,3,Europe,2
50.6,3.1,Europe,73
50.6,4.3,Europe,1
50.6,5.6,Europe,1
50.6,17.8,Europe,3
50.7,-120.3,North America,2
50.7,-119.3,North America,8
50.7,-114,North America,1
50.7,-4.7,Europe,1
50.7,-4,Europe,1
50.7,-3.5,Europe,348
50.7,-2.9,Europe,5
50.7,-2.7,Europe,1
50.7,-2.5,Europe,1
50.7,-2.3,Europe,106
50.7,-2.1,Europe,4
50.7,-2,NA,88
50.7,-1.9,Europe,137
50.7,-1.9,NA,4
50.7,-1.8,Europe,16
50.7,-1.8,NA,1
50.7,-1.7,Europe,1
50.7,-1.5,Europe,1
50.7,-1.3,Europe,95
50.7,-1.2,Europe,2
50.7,-1.1,Europe,15
50.7,-0.8,NA,9
50.7,1.6,Europe,2
50.7,2.7,Europe,1
50.7,2.9,Europe,1
50.7,3.1,Europe,4
50.7,3.2,Europe,1
50.7,4.2,Europe,2
50.7,7.1,Europe,2
50.7,9.2,Europe,1
50.7,15.6,Europe,3
50.7,18.7,Europe,2
50.8,-111.5,North America,1
50.8,-4.6,Europe,6
50.8,-4.5,Europe,25
50.8,-4.4,Europe,3
50.8,-4,Europe,161
50.8,-3.7,Europe,1
50.8,-3.5,Europe,1
50.8,-3.3,Europe,4
50.8,-3.2,Europe,2
50.8,-2.7,Europe,1
50.8,-2.6,Europe,1
50.8,-2.2,Europe,4
50.8,-2,Europe,3
50.8,-1.9,Europe,1
50.8,-1.8,Europe,3
50.8,-1.7,Europe,1
50.8,-1.5,Europe,3
50.8,-1.3,Europe,1
50.8,-1.3,NA,1
50.8,-1.2,NA,2
50.8,-1.1,Europe,3
50.8,-1.1,NA,24
50.8,-1,NA,22
50.8,-0.9,NA,4
50.8,-0.8,Europe,52
50.8,-0.7,Europe,18
50.8,-0.6,Europe,1
50.8,-0.5,Europe,3
50.8,-0.4,Europe,13
50.8,-0.3,Europe,3
50.8,-0.2,Europe,16
50.8,-0.1,Europe,318
50.8,0.3,NA,22
50.8,1.6,Europe,3
50.8,1.8,Europe,1
50.8,2,Europe,1
50.8,3.2,Europe,1
50.8,3.3,Europe,1
50.8,3.6,Europe,4
50.8,4.3,Europe,1
50.8,4.4,Europe,11
50.8,5.7,Europe,7
50.8,6.1,Europe,4
50.8,7,Europe,1
50.8,12.8,Europe,1
50.8,12.9,Europe,1
50.8,19.1,Europe,1
50.9,-3.9,Europe,1
50.9,-3.8,Europe,2
50.9,-3.5,Europe,5
50.9,-2.6,Europe,1
50.9,-1.8,Europe,1
50.9,-1.6,Europe,9
50.9,-1.4,Europe,26
50.9,-1.3,Europe,1
50.9,-1.2,Europe,7
50.9,-1,Europe,12
50.9,-0.5,Europe,42
50.9,-0.1,Europe,2
50.9,0.2,Europe,1
50.9,0.3,Europe,2
50.9,0.5,Europe,3
50.9,0.6,NA,13
50.9,0.8,NA,6
50.9,1.7,NA,1
50.9,1.9,Europe,1
50.9,4.3,Europe,1
50.9,4.4,Europe,55
50.9,4.5,Europe,3
50.9,4.7,Europe,7
50.9,5.7,Europe,3
50.9,6.9,Europe,23
50.9,7,Europe,135
50.9,11.6,Europe,2
50.9,39.9,Europe,3
51,-118.2,North America,5
51,-118.1,North America,1
51,-114.1,North America,182
51,-114,North America,1
51,-113.9,North America,6
51,-113.8,North America,4
51,-113.4,North America,1
51,-4.5,NA,1
51,-4.2,Europe,105
51,-3.8,Europe,2
51,-3.6,Europe,1
51,-3.5,Europe,1
51,-3.1,Europe,1
51,-2.2,Europe,10
51,-1.5,Europe,2
51,-1.4,Europe,589
51,-0.9,Europe,1
51,-0.7,Europe,4
51,-0.2,Europe,1
51,0.1,Europe,5
51,0.9,Europe,4
51,1.9,Europe,7
51,2.1,Europe,1
51,2.4,Europe,37
51,3.5,Europe,4
51,3.7,Europe,2
51,4.6,Europe,1
51,5.5,Europe,1
51,5.6,Europe,2
51,5.8,Europe,1
51,5.9,Europe,4
51,7.1,Europe,2
51,7.6,Europe,2
51,10.8,Europe,2
51,11,Europe,4
51,13.6,Europe,1
51,13.7,Europe,2
51.1,-115.4,North America,1
51.1,-115.1,North America,1
51.1,-114.1,North America,4
51.1,-114,North America,5
51.1,-4.2,Europe,130
51.1,-4.2,NA,22
51.1,-4.1,Europe,9
51.1,-3.9,Europe,180
51.1,-3.7,Europe,1
51.1,-3,Europe,2
51.1,-2.9,Europe,17
51.1,-1.8,Europe,3
51.1,-1.3,Europe,32
51.1,-0.8,Europe,1
51.1,-0.7,Europe,4
51.1,-0.5,Europe,1
51.1,-0.3,Europe,4
51.1,-0.2,Europe,2
51.1,0,Europe,1
51.1,0.1,Europe,1
51.1,0.3,Europe,6
51.1,1,Europe,63
51.1,1.2,Europe,1
51.1,1.2,NA,1
51.1,1.3,NA,8
51.1,2.7,Europe,1
51.1,3.7,Europe,9
51.1,4,Europe,1
51.1,7,Europe,1
51.1,13.2,Europe,29
51.1,13.7,Europe,5
51.1,13.8,Europe,14
51.1,17,Europe,4
51.1,20.8,Europe,36
51.2,-114.5,North America,2
51.2,-114.3,North America,11
51.2,-102.5,North America,5
51.2,-4.2,NA,83
51.2,-4.1,Europe,3
51.2,-4.1,NA,30
51.2,-4,Europe,4
51.2,-3.8,Europe,3
51.2,-3.6,Europe,2
51.2,-3.3,Europe,1
51.2,-3,Europe,10
51.2,-2.7,Europe,3
51.2,-2.6,Europe,13
51.2,-2.5,Europe,8
51.2,-2.3,Europe,1
51.2,-1.8,Europe,2
51.2,-1.5,Europe,6
51.2,-0.8,Europe,3
51.2,-0.6,Europe,20
51.2,-0.3,Europe,1
51.2,-0.2,Europe,2
51.2,1.4,Europe,10
51.2,2.9,Europe,3
51.2,3,Europe,1
51.2,3.2,Europe,1
51.2,3.6,Europe,1
51.2,4.3,Europe,17
51.2,4.4,Europe,55
51.2,4.5,Europe,2
51.2,5.1,Europe,1
51.2,5.6,Europe,1
51.2,5.7,Europe,2
51.2,6.4,Europe,2
51.2,6.7,Europe,7
51.2,6.8,Europe,32
51.2,7.1,Europe,3
51.2,10.5,Europe,205
51.2,71.4,Asia,6
51.3,-85.3,North America,143
51.3,-3,NA,11
51.3,-2.7,Europe,1
51.3,-2.5,Europe,6
51.3,-2.4,Europe,1
51.3,-2.3,Europe,3
51.3,-2.2,Europe,3
51.3,-2,Europe,17
51.3,-1.1,Europe,40
51.3,-1,Europe,3
51.3,-0.9,Europe,1
51.3,-0.8,Europe,7
51.3,-0.7,Europe,11
51.3,-0.6,Europe,23
51.3,-0.5,Europe,1
51.3,-0.3,Europe,3
51.3,-0.1,Europe,25
51.3,0.2,Europe,1
51.3,0.4,Europe,1
51.3,0.5,Europe,42
51.3,0.9,Europe,1
51.3,1.1,Europe,13
51.3,1.4,NA,4
51.3,3.3,Europe,8
51.3,3.4,Europe,1
51.3,3.7,Europe,1
51.3,4.5,Europe,2
51.3,4.7,Europe,1
51.3,4.9,Europe,1
51.3,6.3,Europe,1
51.3,9.5,Europe,1
51.3,12.4,Europe,23
51.4,-116.2,North America,5
51.4,-3.5,Europe,2
51.4,-3.3,Europe,3
51.4,-3.3,NA,4
51.4,-3.2,Europe,2
51.4,-3.2,NA,5
51.4,-2.9,NA,1
51.4,-2.8,Europe,3
51.4,-2.7,Europe,2
51.4,-2.6,Europe,3
51.4,-2.4,Europe,48
51.4,-2.3,Europe,1
51.4,-2.2,Europe,2
51.4,-1.7,Europe,1
51.4,-1.3,Europe,1
51.4,-1.1,Europe,2
51.4,-0.9,Europe,2
51.4,-0.8,Europe,1
51.4,-0.7,Europe,2
51.4,-0.5,Europe,7
51.4,-0.4,Europe,2
51.4,-0.3,Europe,23
51.4,-0.2,Europe,8
51.4,-0.1,Europe,24
51.4,0.1,Europe,11
51.4,0.5,Europe,2
51.4,0.6,Europe,1
51.4,1,Europe,2
51.4,1,NA,3
51.4,1.3,Europe,14
51.4,1.4,NA,52
51.4,5.5,Europe,15
51.4,6.2,Europe,1
51.4,6.8,Europe,4
51.4,6.9,Europe,2
51.4,7.1,Europe,1
51.4,7.7,Europe,5
51.4,12.2,Europe,1
51.4,21.1,Europe,2
51.4,30.1,Europe,2
51.5,-3.7,Europe,4
51.5,-3.7,NA,14
51.5,-3.6,Europe,23
51.5,-3.5,Europe,1
51.5,-3.3,Europe,2
51.5,-3.2,Europe,131
51.5,-2.8,Europe,1
51.5,-2.6,Europe,167
51.5,-2.5,Europe,4
51.5,-2.3,Europe,1
51.5,-2.1,Europe,1
51.5,-1.8,Europe,2
51.5,-1.5,Europe,1
51.5,-1.2,Europe,4
51.5,-1.1,Europe,1
51.5,-1,Europe,18
51.5,-0.9,Europe,3
51.5,-0.8,Europe,1
51.5,-0.7,Europe,1
51.5,-0.6,Europe,3
51.5,-0.5,Europe,3
51.5,-0.4,Europe,2
51.5,-0.3,Europe,10
51.5,-0.2,Europe,74
51.5,-0.1,Europe,2159
51.5,0,Europe,29
51.5,0.1,Europe,7
51.5,0.6,Europe,3
51.5,0.7,Europe,18
51.5,0.8,NA,69
51.5,3.6,Europe,13
51.5,3.6,NA,2
51.5,3.8,Europe,28
51.5,3.9,Europe,2
51.5,4.1,Europe,1
51.5,4.3,Europe,4
51.5,5.1,Europe,1
51.5,5.2,Europe,3
51.5,7,Europe,1
51.5,7.2,Europe,9
51.5,7.5,Europe,3
51.5,9.9,Europe,2
51.5,12,Europe,3
51.6,-9,Europe,3
51.6,-5,NA,4
51.6,-4.3,NA,1
51.6,-4.2,Europe,153
51.6,-4.1,Europe,2
51.6,-4,NA,3
51.6,-3.9,Europe,153
51.6,-3.8,Europe,1
51.6,-3.7,Europe,1
51.6,-3.5,Europe,3
51.6,-3.4,Europe,2
51.6,-3.3,Europe,2
51.6,-3.2,Europe,2
51.6,-3,Europe,4
51.6,-2.8,Europe,1
51.6,-2.6,NA,1
51.6,-2.2,Europe,1
51.6,-1.8,Europe,7
51.6,-1.4,Europe,6
51.6,-1.3,Europe,1
51.6,-0.8,Europe,2
51.6,-0.7,Europe,5
51.6,-0.6,Europe,3
51.6,-0.5,Europe,1
51.6,-0.4,Europe,2
51.6,-0.3,Europe,1
51.6,-0.2,Europe,5
51.6,-0.1,Europe,15
51.6,0,Europe,10
51.6,0.1,Europe,7
51.6,0.2,Europe,1
51.6,0.3,Europe,1
51.6,0.5,Europe,3
51.6,0.6,Europe,5
51.6,0.7,Europe,3
51.6,3.5,Europe,2
51.6,4.8,Europe,3
51.6,4.9,Europe,1
51.6,5.1,Europe,7
51.6,5.2,Europe,1
51.6,5.7,Europe,1
51.6,7.4,Europe,1
51.6,7.7,Europe,5
51.7,-4.9,Europe,63
51.7,-4.7,NA,4
51.7,-4.2,Europe,5
51.7,-4.1,Europe,1
51.7,-3.9,Europe,1
51.7,-3.6,Europe,3
51.7,-3.4,Europe,38
51.7,-3,Europe,4
51.7,-2.5,Europe,2
51.7,-2.3,Europe,1
51.7,-2.2,Europe,3
51.7,-2,Europe,1
51.7,-1.9,Europe,1
51.7,-1.3,Europe,7
51.7,-0.6,Europe,6
51.7,-0.5,Europe,1
51.7,-0.4,Europe,2
51.7,-0.3,Europe,3
51.7,-0.1,Europe,5
51.7,0.5,Europe,5
51.7,3.8,Europe,7
51.7,4,Europe,5
51.7,4.4,Europe,2
51.7,5.3,Europe,1
51.7,8.8,Europe,2
51.7,39.2,Europe,1
51.8,-8.2,NA,1
51.8,-5,Europe,4
51.8,-4.2,Europe,2
51.8,-3.2,Europe,2
51.8,-3,Europe,4
51.8,-2.5,Europe,1
51.8,-2.3,Europe,3
51.8,-1.6,Europe,3
51.8,-1.5,Europe,2
51.8,-1.4,Europe,2
51.8,-1.3,Europe,38
51.8,-1.2,Europe,9
51.8,-0.8,Europe,7
51.8,-0.7,Europe,2
51.8,-0.5,Europe,2
51.8,-0.4,Europe,2
51.8,-0.3,Europe,4
51.8,-0.2,Europe,26
51.8,0,Europe,1
51.8,0.1,Europe,1
51.8,0.5,Europe,2
51.8,0.7,Europe,49
51.8,0.9,NA,4
51.8,1,Europe,16
51.8,1.2,NA,5
51.8,3.9,NA,5
51.8,4.1,Europe,4
51.8,4.7,Europe,4
51.8,4.8,Europe,1
51.8,5,Europe,1
51.8,5.5,Europe,1
51.8,5.6,Europe,1
51.8,5.8,Europe,3
51.8,5.9,Europe,1
51.8,11.8,Europe,5
51.8,19.5,Europe,2
51.8,54.6,Europe,1
51.8,55.1,Europe,1
51.8,107.6,Europe,2
51.9,-129.9,NA,12
51.9,-8.7,Europe,1
51.9,-8.5,Europe,47
51.9,-5.3,NA,9
51.9,-5.1,Europe,2
51.9,-4.9,Europe,1
51.9,-4.3,Europe,1
51.9,-2.6,Europe,1
51.9,-2.4,Europe,1
51.9,-2.2,Europe,21
51.9,-2.1,Europe,18
51.9,-0.7,Europe,1
51.9,-0.5,Europe,3
51.9,-0.4,Europe,6
51.9,-0.3,Europe,2
51.9,0.2,Europe,2
51.9,0.9,Europe,21
51.9,4.4,Europe,6
51.9,4.5,Europe,27
51.9,5.2,Europe,1
51.9,5.4,Europe,2
51.9,5.8,Europe,1
51.9,5.9,Europe,8
51.9,6.6,Europe,2
51.9,19.1,Europe,189
52,-9.6,Europe,3
52,-9.4,Europe,2
52,-8.7,Europe,1
52,-7.6,Europe,1
52,-4.6,Europe,1
52,-4.5,Europe,1
52,-1.9,Europe,2
52,-1.7,Europe,1
52,-1.3,Europe,1
52,-1.1,Europe,1
52,-1,Europe,1
52,-0.8,Europe,11
52,-0.7,Europe,1
52,-0.6,Europe,8
52,0.2,Europe,48
52,0.7,Europe,2
52,1,Europe,1
52,1.4,NA,1
52,4.1,Europe,2
52,4.2,Europe,4
52,4.3,Europe,1
52,4.4,Europe,6
52,4.5,Europe,4
52,4.6,Europe,1
52,4.7,Europe,2
52,5.2,Europe,4
52,5.5,Europe,1
52,5.6,Europe,4
52,5.7,Europe,13
52,5.9,Europe,8
52,6.6,Europe,1
52,7.6,Europe,5
52,8.5,Europe,2
52,13.7,Europe,2
52.1,-106.7,North America,8
52.1,-10.4,Europe,1
52.1,-10.3,Europe,13
52.1,-9.5,Europe,1
52.1,-7.9,Europe,1
52.1,-7.4,Europe,3
52.1,-6.9,NA,1
52.1,-4.5,Europe,2
52.1,-3.8,Europe,353
52.1,-2.7,Europe,8
52.1,-2.3,Europe,3
52.1,-1,Europe,2
52.1,-0.5,Europe,7
52.1,-0.4,Europe,1
52.1,-0.3,Europe,1
52.1,-0.1,Europe,2
52.1,0.1,Europe,2
52.1,1.1,Europe,8
52.1,1.3,Europe,1
52.1,1.6,NA,1
52.1,4.3,Europe,104
52.1,4.4,Europe,6
52.1,4.9,Europe,2
52.1,5.1,Europe,17
52.1,5.2,Europe,3
52.1,5.3,Europe,154
52.1,5.4,Europe,2
52.1,6.2,Europe,1
52.1,7.7,Europe,1
52.1,20.7,Europe,2
52.1,113.5,Europe,1
52.2,-109.5,North America,1
52.2,-9.6,Europe,13
52.2,-8.6,Europe,1
52.2,-7.6,Europe,2
52.2,-7.1,Europe,2
52.2,-2.7,Europe,1
52.2,-2.2,Europe,4
52.2,-1.9,Europe,1
52.2,-1.7,Europe,6
52.2,-0.9,Europe,8
52.2,0.1,Europe,53
52.2,0.4,Europe,2
52.2,0.7,Europe,5
52.2,1,Europe,30
52.2,4.4,Europe,8
52.2,4.5,Europe,9
52.2,4.7,Europe,1
52.2,5.2,Europe,1
52.2,5.3,Europe,1
52.2,5.4,Europe,6
52.2,5.5,Europe,1
52.2,6,Europe,5
52.2,6.9,Europe,1
52.2,7.6,Europe,1
52.2,10.5,Europe,4
52.2,21,Europe,28
52.2,110.3,Europe,2
52.3,-113.8,North America,1
52.3,-7.3,Europe,2
52.3,-7.1,Europe,19
52.3,-6.5,Europe,9
52.3,-2.3,Europe,4
52.3,-2.1,Europe,1
52.3,-1.9,Europe,2
52.3,-1.6,Europe,2
52.3,-1.5,Europe,19
52.3,-1.3,Europe,3
52.3,-1.2,Europe,2
52.3,-0.9,Europe,5
52.3,-0.8,Europe,1
52.3,-0.7,Europe,5
52.3,-0.6,Europe,2
52.3,-0.1,Europe,1
52.3,0.7,Europe,2
